number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
0,0.3855532019126735,2026-03-11 18:37:09.756788,2026-03-11 18:37:13.477553,0 days 00:00:03.720765,0.662397808134481,0.2904180608409973,0.17254716573280354,7,6.009974718380312,550,0.004042872735027332,2.9154431891537547,0.6624074561769746,COMPLETE
1,0.39269968846627445,2026-03-11 18:37:13.477553,2026-03-11 18:37:21.287417,0 days 00:00:07.809864,0.6727299868828402,0.9170225492671691,0.010636066512540286,8,12.10689693600216,900,0.0014077923139972403,0.016480446427978974,0.6849356442713105,COMPLETE
2,0.4045160938005516,2026-03-11 18:37:21.288418,2026-03-11 18:37:23.986810,0 days 00:00:02.698392,0.7465447373174767,2.28034992108518,0.023927528765580644,6,1.5187479226722465,650,1.5777663630582448e-05,1.382623217936987,0.7168578594140873,COMPLETE
3,0.41358710032952517,2026-03-11 18:37:23.987811,2026-03-11 18:37:25.475795,0 days 00:00:01.487984,0.6260206371941118,4.7444276862666666,0.05898602410432694,2,6.172115948107071,700,0.07085721663941602,7.2866537374910445,0.6682096494749166,COMPLETE
4,0.407166000257489,2026-03-11 18:37:25.476795,2026-03-11 18:37:30.266973,0 days 00:00:04.790178,0.798070764044508,0.17194260557609198,0.013399060561509796,6,3.738105868191796,500,3.5700959600309506e-05,4.337920697490942,0.6488152939379115,COMPLETE
5,0.4108862939235188,2026-03-11 18:37:30.266973,2026-03-11 18:37:32.764490,0 days 00:00:02.497517,0.9878338511058234,3.8756641168055728,0.02544166090938368,5,5.143828405076927,850,0.2338643925620872,5.727904470799623,0.6739417822102108,COMPLETE
6,0.3749499333315092,2026-03-11 18:37:32.765491,2026-03-11 18:37:34.815417,0 days 00:00:02.049926,0.7301321323053057,1.9433864484474102,0.15826541904647565,2,1.7987863473362906,800,0.09384800715909536,0.01217295809836997,0.6180909155642152,COMPLETE
7,0.41749337590279934,2026-03-11 18:37:34.816418,2026-03-11 18:37:36.256432,0 days 00:00:01.440014,0.6298202574719083,4.9344346830025865,0.023200867504756827,5,1.5252697030515172,550,1.5570196345516602e-05,1.2273800987852967,0.9208787923016158,COMPLETE
8,0.4210911208216837,2026-03-11 18:37:36.257433,2026-03-11 18:37:36.982773,0 days 00:00:00.725340,0.6296178606936361,1.7923286427213632,0.11506408247250169,6,8.880965698768717,200,0.15087613675681671,0.0029072088906598446,0.9085081386743783,COMPLETE
9,0.41509805196554667,2026-03-11 18:37:36.982773,2026-03-11 18:37:39.511065,0 days 00:00:02.528292,0.8918424713352255,3.1877873567760657,0.026946865572417687,2,2.5386178456500557,850,0.0006812233896860299,3.53875886477924,0.7300733288106989,COMPLETE
10,0.3914141510166918,2026-03-11 18:37:39.511065,2026-03-11 18:37:40.186694,0 days 00:00:00.675629,0.876098829427658,1.2896347630074605,0.08292797530014898,4,16.54276587672377,200,0.6544529603373986,0.0011077902520957399,0.9916893928795038,COMPLETE
11,0.39069922421151604,2026-03-11 18:37:40.187696,2026-03-11 18:37:42.868761,0 days 00:00:02.681065,0.6082728941092255,3.271102789427494,0.09743998503699917,4,1.0755591078043292,1200,1.408230732698794e-06,0.26837193414400196,0.9148977491943684,COMPLETE
12,0.4117360737714762,2026-03-11 18:37:42.868761,2026-03-11 18:37:43.830909,0 days 00:00:00.962148,0.7097939893129923,4.907045835617844,0.04042271085612354,5,9.177795264267038,200,9.677504937531828e-05,0.37694061293404124,0.8624306017432583,COMPLETE
13,0.40602641586230703,2026-03-11 18:37:43.832413,2026-03-11 18:37:45.402741,0 days 00:00:01.570328,0.6102197979242173,1.6528983399266295,0.04046882658666583,4,3.393411867808759,400,0.012972618567849961,0.030421222130610236,0.8450936227205504,COMPLETE
14,0.40924012803266463,2026-03-11 18:37:45.402741,2026-03-11 18:37:46.802626,0 days 00:00:01.399885,0.786992384012982,2.7939929152165717,0.016476424633847343,6,9.126160090234947,350,2.063060103137592e-06,0.003019156705224698,0.9570122700768573,COMPLETE
15,0.40497461648370014,2026-03-11 18:37:46.802626,2026-03-11 18:37:49.006541,0 days 00:00:02.203915,0.6721281162957079,3.7726220518378675,0.10554227628540973,8,1.033468549769335,1100,0.0001984745709882165,0.08692110632051067,0.789027331084563,COMPLETE
16,0.40523476257863483,2026-03-11 18:37:49.006541,2026-03-11 18:37:50.520475,0 days 00:00:01.513934,0.9003988944050103,4.1271888135605765,0.06017143563140749,7,18.81696084575414,350,1.0985005937082837e-05,0.6741831816019787,0.9054989579659412,COMPLETE
17,0.39976331073414034,2026-03-11 18:37:50.520475,2026-03-11 18:37:52.186781,0 days 00:00:01.666306,0.6578973017846332,2.533881284358335,0.01946611477704467,3,2.471149317858478,500,0.02053736610213488,0.09289754995055632,0.8029967056557425,COMPLETE
18,0.3911732631573005,2026-03-11 18:37:52.187782,2026-03-11 18:37:53.694024,0 days 00:00:01.506242,0.8366070683982902,1.0380829747479992,0.13802237203776505,7,9.249397301724299,250,0.0003762690564975858,0.005225606223148972,0.9276269504938003,COMPLETE
19,0.4041406941801796,2026-03-11 18:37:53.695025,2026-03-11 18:37:55.923696,0 days 00:00:02.228671,0.7625633426914198,3.1257950639503584,0.031166610505479034,5,1.7762861114627446,1000,0.006711032209177406,0.045199466234367214,0.9896616658595986,COMPLETE
20,0.40245595062054773,2026-03-11 18:37:55.924696,2026-03-11 18:37:57.891410,0 days 00:00:01.966714,0.6960313971494949,4.434889592249327,0.062873333986524,3,7.445348208243614,650,0.9184525204476178,0.0011129709953152695,0.8651250666290946,COMPLETE
