number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
21,0.40140823958855254,2026-03-11 18:37:57.891410,2026-03-11 18:38:01.378330,0 days 00:00:03.486920,0.9402468530565207,1.9656109194273614,0.030388886548062037,3,2.635763914108325,1000,0.00102811036869606,1.7965576648830741,0.7449609301981384,COMPLETE
22,0.4141772692649079,2026-03-11 18:38:01.379835,2026-03-11 18:38:03.788418,0 days 00:00:02.408583,0.8470761813003551,3.5031122233487473,0.018238495522759673,6,2.5963757630611286,750,6.2088284856240384e-06,0.8197409896991733,0.7820790243832789,COMPLETE
23,0.4059530019873817,2026-03-11 18:38:03.788418,2026-03-11 18:38:06.590287,0 days 00:00:02.801869,0.9414083669002882,2.9640319715098613,0.032246539131824535,2,3.970466237188415,950,4.973773114943489e-05,0.35863122583162843,0.8203930971791735,COMPLETE
24,0.41465267297912944,2026-03-11 18:38:06.590287,2026-03-11 18:38:08.177459,0 days 00:00:01.587172,0.6354850537724797,4.411704178420478,0.04571982821084979,5,1.397023292208066,600,0.00031726545867525577,0.1709959758753838,0.7472867737504287,COMPLETE
25,0.4113190091319594,2026-03-11 18:38:08.177459,2026-03-11 18:38:09.587456,0 days 00:00:01.409997,0.8307905873428553,2.390310897251647,0.022064356157400208,4,2.0521728609183287,400,0.003066902159348687,2.7829694804001472,0.8896546058392129,COMPLETE
26,0.3962172318413743,2026-03-11 18:38:09.588456,2026-03-11 18:38:12.806795,0 days 00:00:03.218339,0.9060409898416828,1.5544499131446332,0.011883507312158008,7,3.128831333944831,800,0.024193717421712054,0.9328078427107043,0.9507911624013301,COMPLETE
27,0.4140474469150199,2026-03-11 18:38:12.806795,2026-03-11 18:38:13.920318,0 days 00:00:01.113523,0.6971301965157799,3.3688102101766613,0.015217986412843838,3,13.34483335233617,300,0.00012792331255359748,9.460564556818923,0.7508329611420248,COMPLETE
28,0.4019508794084336,2026-03-11 18:38:13.920318,2026-03-11 18:38:15.264705,0 days 00:00:01.344387,0.9853041281742081,2.736594481105705,0.044637881830105475,6,4.872428292754898,450,3.552514302057628e-06,0.004804381510729087,0.9512003455276931,COMPLETE
29,0.40311686488951626,2026-03-11 18:38:15.265707,2026-03-11 18:38:16.490239,0 days 00:00:01.224532,0.6441442653518523,1.928001966489053,0.18505995430619274,8,1.330534789362413,550,0.0035855279087976507,2.6016375516089822,0.8348365195630932,COMPLETE
30,0.37527952227217687,2026-03-11 18:38:16.490239,2026-03-11 18:38:19.038116,0 days 00:00:02.547877,0.76376285295622,0.6155467087603381,0.13093051319481808,5,2.131957812344846,700,0.0008187095141186984,0.17201638128772742,0.8754006721464517,COMPLETE
31,0.40723271390582516,2026-03-11 18:38:19.038116,2026-03-11 18:38:21.067480,0 days 00:00:02.029364,0.6386419436493457,4.454243872871668,0.07077135423644851,5,1.361093263683536,600,0.0004487381589547093,0.21250531163995603,0.7234137677822639,COMPLETE
32,0.42248152424966,2026-03-11 18:38:21.067480,2026-03-11 18:38:22.552760,0 days 00:00:01.485280,0.6024590808170391,4.536988538627102,0.0491839338791643,6,1.4799091033399137,600,3.53490866923753e-05,0.5561402383017121,0.7020758428360839,COMPLETE
33,0.42232844838557115,2026-03-11 18:38:22.553764,2026-03-11 18:38:24.816621,0 days 00:00:02.262857,0.6024482574429029,4.982383135575356,0.027489696524937622,7,1.7678930575853338,900,2.432683695148386e-05,0.5083376834602862,0.7006933392490844,COMPLETE
34,0.4206110626461686,2026-03-11 18:38:24.816621,2026-03-11 18:38:26.313776,0 days 00:00:01.497155,0.6089419734414214,4.952304849397003,0.035731574580279785,7,1.6615360333989593,600,3.130949458638871e-05,0.4500889112601654,0.7000857211532748,COMPLETE
35,0.42218884199031975,2026-03-11 18:38:26.313776,2026-03-11 18:38:29.255741,0 days 00:00:02.941965,0.6028732778709175,4.642271610254297,0.03646642209177592,7,1.7326427286585802,1100,3.7044569597709825e-05,0.5302200854952495,0.6999677568562395,COMPLETE
36,0.4096959277904052,2026-03-11 18:38:29.256741,2026-03-11 18:38:32.512525,0 days 00:00:03.255784,0.6605868109878262,4.175723374725464,0.04904557348774718,7,1.2096575167640757,1100,6.30150472422215e-05,0.04485646212590214,0.6396888742874823,COMPLETE
37,0.41373436220832627,2026-03-11 18:38:32.513529,2026-03-11 18:38:35.422733,0 days 00:00:02.909204,0.6066672969815282,4.6239168713348215,0.05396032188317069,6,6.729692824724295,1200,2.504360943562551e-05,0.6177875863292818,0.6000756468053646,COMPLETE
38,0.4064894294487632,2026-03-11 18:38:35.422733,2026-03-11 18:38:39.007306,0 days 00:00:03.584573,0.6888897420293258,3.781930193890841,0.07514272037788007,8,1.9964783043820262,1100,7.2468736062807976e-06,1.6010696131127125,0.6954923680790008,COMPLETE
39,0.39518155889262346,2026-03-11 18:38:39.008306,2026-03-11 18:38:41.305745,0 days 00:00:02.297439,0.6002175368772767,4.0880641430103974,0.10763621331276661,7,4.340989821987547,900,2.9668929157718386e-06,0.0178704273781567,0.6577110784026389,COMPLETE
40,0.3900436191858383,2026-03-11 18:38:41.305745,2026-03-11 18:38:49.005097,0 days 00:00:07.699352,0.6563302193303457,0.007250058963767625,0.036319988886053506,6,5.3768279340047025,1050,0.22868994711137552,0.11237085132138123,0.7724190296525099,COMPLETE
41,0.42320172482083773,2026-03-11 18:38:49.005097,2026-03-11 18:38:51.425784,0 days 00:00:02.420687,0.6231224279233553,4.986675253458156,0.027377368759660303,7,1.6048213071636048,750,3.116048445792458e-05,0.4842369380423974,0.7006012265412062,COMPLETE
42,0.414636210874607,2026-03-11 18:38:51.426784,2026-03-11 18:38:53.431539,0 days 00:00:02.004755,0.6230168731965406,4.661474634890052,0.026751045294936927,7,1.597597906962149,850,1.893207050953974e-05,0.5248655859695242,0.6862639963922924,COMPLETE
43,0.4204813455133654,2026-03-11 18:38:53.432542,2026-03-11 18:38:56.154441,0 days 00:00:02.721899,0.6256956281984972,4.986862054681957,0.022050821691070546,7,3.0555554749858143,800,9.586410758684011e-05,1.0192307296179957,0.6337621242802282,COMPLETE
44,0.4310256707299387,2026-03-11 18:38:56.154441,2026-03-11 18:38:58.025067,0 days 00:00:01.870626,0.6808921493641085,4.72690715757772,0.027910733523819887,8,1.1893251752533145,750,9.018574266440525e-06,0.36131754090398766,0.7083432163864817,COMPLETE
45,0.41324076710034297,2026-03-11 18:38:58.026068,2026-03-11 18:38:59.748769,0 days 00:00:01.722701,0.7167228473518426,4.744369957214182,0.028272691674783534,8,1.1720220486679063,750,8.764613798451462e-06,0.2557469183837288,0.671362240757616,COMPLETE
46,0.4228077936962267,2026-03-11 18:38:59.749770,2026-03-11 18:39:01.525514,0 days 00:00:01.775744,0.6750073034195873,4.314726469911642,0.03692585336919657,8,1.4973572234212447,750,1.0419972210556587e-06,0.35064611766045267,0.7098693523836096,COMPLETE
47,0.42643815347762465,2026-03-11 18:39:01.526516,2026-03-11 18:39:03.328448,0 days 00:00:01.801932,0.6471437412695574,4.287926276229275,0.024668706927619365,8,1.2258395123565353,750,4.1028092305281705e-06,0.31362325665339963,0.7219673674771389,COMPLETE
48,0.4285395296157356,2026-03-11 18:39:03.329449,2026-03-11 18:39:07.470215,0 days 00:00:04.140766,0.7365447467490545,4.347358748573988,0.023834462720300292,8,1.1793624490858552,650,1.0981596005480535e-06,0.3010281392970419,0.7138836225407118,COMPLETE
49,0.4179949549865743,2026-03-11 18:39:07.470215,2026-03-11 18:39:09.217487,0 days 00:00:01.747272,0.7353451193281922,3.94216720740098,0.02370269322104591,8,1.1885667160005466,700,1.0610027009696932e-06,0.07091244391441681,0.7200416843531648,COMPLETE
50,0.4098993656083745,2026-03-11 18:39:09.218488,2026-03-11 18:39:11.203350,0 days 00:00:01.984862,0.6822941333051058,4.293935006401928,0.019951655627027186,8,1.0370455852353235,750,4.061860090887375e-06,0.12263638783355597,0.7692864757929772,COMPLETE
51,0.4213516554960533,2026-03-11 18:39:11.204351,2026-03-11 18:39:12.711208,0 days 00:00:01.506857,0.6737821176538294,4.501135972561497,0.0407872865064644,8,1.4112684401516495,700,2.0143491416200266e-06,0.3283254786193446,0.7369285527582691,COMPLETE
52,0.4192104665526911,2026-03-11 18:39:12.712711,2026-03-11 18:39:14.700866,0 days 00:00:01.988155,0.7083892797594405,3.598162933338232,0.01547294120032445,8,1.254552113217064,650,1.393949664199366e-06,0.1531744693773184,0.6727557823191869,COMPLETE
53,0.4183106786438757,2026-03-11 18:39:14.700866,2026-03-11 18:39:16.336402,0 days 00:00:01.635536,0.6529579716961711,3.951229081459538,0.024589862626482443,8,1.5420413924524918,650,1.228828009453082e-05,0.26972427926368087,0.7170120844724809,COMPLETE
54,0.41159445320557575,2026-03-11 18:39:16.337403,2026-03-11 18:39:17.983377,0 days 00:00:01.645974,0.6740551663225532,4.7810141705986355,0.03265199364285913,8,1.1052984634525793,800,5.28799717494279e-06,1.315309391069768,0.6504620587855916,COMPLETE
55,0.43157662587687673,2026-03-11 18:39:17.983377,2026-03-11 18:39:19.306647,0 days 00:00:01.323270,0.7325069811843423,4.241228071969241,0.051643257233871455,8,1.0159160452724034,600,2.311242139231277e-06,0.7352416828931747,0.7593196208697384,COMPLETE
56,0.42018994024233064,2026-03-11 18:39:19.307649,2026-03-11 18:39:21.137761,0 days 00:00:01.830112,0.759083076865528,4.226659628749301,0.018328248859501874,8,1.03078662330878,750,2.0902944159388004e-06,0.7994365912966861,0.7681368358951309,COMPLETE
57,0.4248802199117808,2026-03-11 18:39:21.138762,2026-03-11 18:39:23.090073,0 days 00:00:01.951311,0.7305436927685428,4.032560193045877,0.03018838849221398,8,1.2482590355660146,850,2.2044225984953907e-06,0.33832353909091895,0.7355638837745709,COMPLETE
58,0.4338556985395088,2026-03-11 18:39:23.090073,2026-03-11 18:39:24.582565,0 days 00:00:01.492492,0.7794802623356532,3.673786562730734,0.020429754787906096,8,1.012816915635877,500,2.6221803780104243e-06,4.249838308064072,0.7572193571447943,COMPLETE
59,0.41864984630921087,2026-03-11 18:39:24.583567,2026-03-11 18:39:26.304877,0 days 00:00:01.721310,0.7850843190945032,3.618069027417419,0.010372866144614884,8,1.1456374656419754,500,1.844398023164884e-06,6.497282601195694,0.8076211939624374,COMPLETE
