PR-AUC,ROC-AUC,Recall,Precision,F1,F2,Brier
0.46155776177805785,0.6741173635377755,0.8837209302325582,0.3781094527363184,0.5296167247386759,0.6972477064220184,0.19959907233715057
0.4007664845024338,0.6434404977962146,0.881578947368421,0.32211538461538464,0.47183098591549294,0.654296875,0.1891503483057022
0.442195560494687,0.6251784864350309,0.8409090909090909,0.36097560975609755,0.5051194539249146,0.6642728904847397,0.2094004601240158
0.44564940184764423,0.6523677551512231,0.8255813953488372,0.35858585858585856,0.5,0.6549815498154982,0.20324893295764923
0.41551878625531724,0.6347985347985348,0.8690476190476191,0.35436893203883496,0.503448275862069,0.6734317343173432,0.20320120453834534
0.45111123599100994,0.6504273504273504,0.8809523809523809,0.3523809523809524,0.5034013605442177,0.6776556776556777,0.2001713365316391
0.4208352153591061,0.6419823957137389,0.8461538461538461,0.32673267326732675,0.4714285714285714,0.642023346303502,0.1907585710287094
0.4979173775741036,0.6608019639934533,0.8681318681318682,0.36574074074074076,0.5146579804560261,0.6810344827586207,0.20630969107151031
0.5091808542384182,0.6960130718954249,0.8666666666666667,0.3170731707317073,0.4642857142857143,0.6435643564356436,0.17772750556468964
0.5387873514580175,0.7079738562091504,0.8666666666666667,0.30660377358490565,0.4529616724738676,0.634765625,0.17439590394496918
0.5424443312223372,0.7235955056179776,0.8876404494382022,0.39303482587064675,0.5448275862068965,0.7091561938958707,0.19440008699893951
0.5150438721889236,0.6815990593768372,0.8555555555555555,0.3869346733668342,0.532871972318339,0.6887298747763864,0.20238946378231049
0.4581280436326894,0.656043956043956,0.8690476190476191,0.3686868686868687,0.5177304964539007,0.6835205992509363,0.19855280220508575
0.45557064819726284,0.6698994252873562,0.8620689655172413,0.36585365853658536,0.5136986301369864,0.6781193490054249,0.20193472504615784
0.35661744335262413,0.6187975646879756,0.8166666666666667,0.25,0.3828125,0.5619266055045872,0.16640695929527283
0.47142646475833555,0.6450609281825253,0.8421052631578947,0.3033175355450237,0.445993031358885,0.6213592233009708,0.18522171676158905
0.4681489466163638,0.6380248373743347,0.8314606741573034,0.3756345177664975,0.5174825174825175,0.6690777576853526,0.20739421248435974
0.5405794034719061,0.7268041237113403,0.8823529411764706,0.39893617021276595,0.5494505494505495,0.7102272727272727,0.1899479478597641
0.375139861192616,0.6534518113465482,0.8857142857142857,0.2995169082125604,0.44765342960288806,0.6365503080082136,0.18170486390590668
0.483380172328177,0.6195652173913044,0.7934782608695652,0.365,0.5,0.6426056338028169,0.21246768534183502
0.4236482393273039,0.6271237498493794,0.8372093023255814,0.33962264150943394,0.48322147651006714,0.6474820143884892,0.20522521436214447
0.5315094164900628,0.6853546910755148,0.8631578947368421,0.38317757009345793,0.5307443365695793,0.6902356902356902,0.20836539566516876
0.5039925899911567,0.6386446886446886,0.8690476190476191,0.3613861386138614,0.5104895104895105,0.6784386617100372,0.19702015817165375
0.487087955839739,0.6407081837315834,0.8658536585365854,0.3480392156862745,0.4965034965034965,0.6672932330827067,0.19365118443965912
0.5474596935910968,0.6928879310344828,0.9080459770114943,0.36574074074074076,0.5214521452145214,0.700354609929078,0.19391530752182007
0.42263595419806665,0.6554430379746835,0.7848101265822784,0.31794871794871793,0.45255474452554745,0.6066536203522505,0.19162823259830475
