target,n,mean,std,p10,p25,p50,p75,p90,min,max
slope_3m (pts/30d),2407,-0.904052740371752,1.1626224073526095,-2.384069350932892,-1.500000000000007,-0.6818181818181824,-0.10363868651296654,0.3107939948208265,-7.785906815556407,2.164447924823812
slope_6m (pts/30d),1392,-0.9513198584385388,0.8949785016433413,-2.143041338702051,-1.4125046895328608,-0.7952439094656931,-0.32219505979982055,-2.331659058254621e-15,-5.227517096038879,0.84752587108328
