horizon,model,PR_AUC_mean,PR_AUC_std,F1_mean,F1_std,F2_mean,F2_std,TN_mean,FP_mean,FN_mean,TP_mean,thr_decision_mean,thr_decision_std
6m,XGBoost_tuned,0.4309291851034847,0.07858053636690578,0.4579398307393247,0.0272110267777338,0.6318410361507886,0.03178288865699694,41.6,153.6,12.6,70.6,0.19,0.020000000000000007
